rank,term,bucket,severity,ov,wc,term_ok,infographic_url,reason,ocr_preview
301,Agricole,bad,1,0.1,14,true,/infographics/agricole.png,"low_content_or_overlap(wc=14,ov=0.10)","Agricole laighhel Agricate patore to anosmmole orl@city foark meay, sagpiadeed | des naftter yean from moresses."
302,Brackish,bad,1,0.1,14,true,/infographics/brackish.png,"low_content_or_overlap(wc=14,ov=0.10)",[ 8 Brackish / brackosht Belder woto ausiblity beliges Framiticated and decenhin. Wien powtorgr davemert before the szetett or siailable to drink.
303,Coagulation,bad,1.25,0.1,14,false,/infographics/coagulation.png,term_not_detected,"Coagulatic #5% 8C ith LAT ano i Ceagulation is the £5 suphesaten sfmple provios, xe a ga to sure througn aace anaymes, heat, or sal"
304,Fragrance,bad,1,0.1,14,true,/infographics/fragrance.png,"low_content_or_overlap(wc=14,ov=0.10)",Fragrance ( ( / /lacigrans 0 The small of ply groun oS wsik a hur ive-smanc Th disalbial and before C08 aromai to voiitaned in the wel cup.
305,Grouphead,bad,1,0.1,14,true,/infographics/grouphead.png,"low_content_or_overlap(wc=14,ov=0.10)",Grouphead JSignocptiod ) The preasing exeemply or fat gacemce—desiale and adiiom —every to 11 pat grerm—and ovssitidic adveistion conditions
306,Stillwater,bad,1,0.1,14,true,/infographics/stillwater.png,"low_content_or_overlap(wc=14,ov=0.10)",—— Stillwater CL = ran bewitnag)y Waiter serwed artheun ceitronation N - offfering a dmater testives and a clavver siaw of minefal balance.
307,Volatile,bad,1,0.1,14,true,/infographics/volatile.png,"low_content_or_overlap(wc=14,ov=0.10)",) Volatile Aademity lo meuer apiae irsualty O chattoritha me scaaihs arating o/dere nand previde to rsualty that irsullly enaponsies
308,Buffalo,bad,1.25,0.1,15,false,/infographics/buffalo.png,term_not_detected,"B uffal 0) [bufeleu] bufolo whiie gaves from water buffolo and Inli.orbhig§ mdtes is the gnofani, and tetal selinis man can witls."
309,Calvados,bad,1,0.1,15,true,/infographics/calvados.png,"low_content_or_overlap(wc=15,ov=0.10)","B= — 1 Calvados A) /hair vin cias / < Calnackio l.ota appla A @ erepermcinaruficien Rdvirnarce |'Potcen C—~ polifcered hack & reolibtera egjional a, standerds."
310,Cappuccino,bad,1,0.1,15,true,/infographics/cappuccino.png,"low_content_or_overlap(wc=15,ov=0.10)",Cappuccino (Reapu ‘cf Incou) At agessus and mils tiime mytte wth ttisance mils and feant in a balanced — proppition and smaillar fonnat.
311,Color,bad,1,0.1,15,true,/infographics/color.png,"low_content_or_overlap(wc=15,ov=0.10)","—~ Color | ——X_ | /eothmghth <r Tor uhued invearence ddvent reidlinatats a to inglnsun.in in vsiany (AJA evilditrran, mdwation, \w ww) and inepraced 1 VIF material."
312,Excelsa,bad,1,0.1,15,true,/infographics/excelsa.png,"low_content_or_overlap(wc=15,ov=0.10)","Excelsa (ot. nalys) A berscred tops sbood taiftbe sevg.ld up and naa prare aoaeser pachs wne caging complexity to blands,"
313,Hydrogeology,bad,1.25,0.1,15,false,/infographics/hydrogeology.png,term_not_detected,"~~ HYDRO ~_ =\. GEOLOG ="" gbay(ao gjekods HE 5 _ Theisiudy of a | 5 grewhtne tfer wir eng = | geologic troaentc ——~~——S fousstugian-fore. ~~~ ""J chewmtaserhou and aduiler behav"
314,Pulping,bad,1.25,0.1,15,false,/infographics/pulping.png,term_not_detected,"AS / P 0 oy SEE] enh [] ; Lage [patpind ZZ Jet The mactanical (C) eendrile of suther 6 (=) cheme cife and my of the mall Eariem, repmeination, eved or drying."
315,Carbonation,bad,1,0.1,16,true,/infographics/carbonation.png,"low_content_or_overlap(wc=16,ov=0.10)",0) o © QQ Carbonation | VU | (20 Lac.agel | 1& mi) = ——0/-5 Corboratian acive 0 cteal and eaben dewirle | 0 og tennd|pcetags teen miam 0 lol acmraicttandenrand a \ ‘ a iheely mumintien.
316,Pigeage,bad,1,0.1,16,true,/infographics/pigeage.png,"low_content_or_overlap(wc=16,ov=0.10)","Pigeage ee — d rp amcRiov | ov Punching gfonn SE therstévatitine's FRIDAY sesupned tla = 2."" Pempénation to LJ . aE od Joy = uth) enotjon dele Spade motonak elérection"
317,Biofilm,bad,0.9889,0.1111,13,true,/infographics/biofilm.png,"low_content_or_overlap(wc=13,ov=0.11)","T Biofilm To) JR Aulas Biley lo) A Dolwoge sunnefared é addicc/ . neeriscoummums o o aecpinotion/ cumanicnic § © O o diregratedtoa asic produced meme,"
318,Springwater,bad,0.9889,0.1111,14,true,/infographics/springwater.png,"low_content_or_overlap(wc=14,ov=0.11)","® Springwater The teyzrmard Whats collec nid from dorniievnosemird: hin Whyiaro <loal-oasuaiaslly toolksz onnorrta SSN repped of the spring, pw, Wa"
319,Primary,bad,0.8824,0.1176,19,true,/infographics/primary.png,"low_content_or_overlap(wc=19,ov=0.12)","(1) Primary APRON Fyersmenv FHomary when a the suoplitconuiseior) tugg 3 whee fersiifiere- warns [0] [Q} reirerented suy waisle daalo-ans is areetie oFales, [connaees and same alconot"
320,Sencha,bad,1.1324,0.1176,20,false,/infographics/sencha.png,term_not_detected,"$ § § Ford 1p) = Sernchs is the standar! > alear vewx orranted priesnueg sack with damale stiaped liguwa® and a fhalce proffer /=\ ~// bulanging sievermregk, pasnis bhiterretes and fresh green nones."
321,Vendange,bad,0.975,0.125,10,true,/infographics/vendange.png,"low_content_or_overlap(wc=10,ov=0.13)",Vendange onaong I nezak word for panian mzntes and ry teeunbnm tive are or parsiaar paking.
322,Disgorgement,bad,1.225,0.125,12,false,/infographics/disgorgement.png,term_not_detected,VL / . \); Disgorgemen BN killy greeswieny c ¥ The removal of less 4 :> sadtinare front switbs femnantval sparkiling wid wn after ridating. \Y
323,Distillate,bad,0.975,0.125,15,true,/infographics/distillate.png,"low_content_or_overlap(wc=15,ov=0.13)",[ 71§ Distillate (6LY-7iR wiv) Thier drdrieiend tacial of aiicunt hivnna & i and laner obed mation — 7 t and deseriicion BE curing dubiliation. ERY
324,Keemun,bad,0.875,0.125,18,true,/infographics/keemun.png,"low_content_or_overlap(wc=18,ov=0.13)","$y Keemun — [KerTniihn] Ken nun is a Chinese D) Clars manes frugthens, \ /) tlaving have it for diogs ltagninens, and sursoss hkne With voieatriag.. 20984, (50tt. or orchle"
325,Casein,bad,0.875,0.125,20,true,/infographics/casein.png,"low_content_or_overlap(wc=20,ov=0.13)",Casein -Q 7 locating Jd “o unmpred are main axe nuabe maying ) kilty liome reagnled way biroogip not the are lxara. Mable you care llenamrmeo enwdary bensuages
326,Hallertau,bad,0.9667,0.1333,16,true,/infographics/hallertau.png,"low_content_or_overlap(wc=16,ov=0.13)","Hallertau Reners to clossie Gdomormenng hop more Uagemmy iafferal) fllech Emam. Ineda@ jand aplay; pramer, with nestrained bittorness."
327,Shou,bad,0.9667,0.1333,16,true,/infographics/shou.png,"low_content_or_overlap(wc=16,ov=0.13)",9 Shou /90W/ Show is the irbtrental style ofiyoar'e pravisens through exsikleuced &ite contremurers to cneats albcugh matlere trys and to tthe wioas
328,Shoumei,bad,0.9667,0.1333,16,true,/infographics/shoumei.png,"low_content_or_overlap(wc=16,ov=0.13)",Shoumei (ahou and)” Shougee is a lide™ pracie Io the Icp ubase the aunded the saroice and suinally Wlzuis aurfecer anges. and less auncate sopl.
329,Honey,bad,0.9667,0.1333,17,true,/infographics/honey.png,"low_content_or_overlap(wc=17,ov=0.13)",Honey (© J (~~) Aprocessing weemes crhere serme soa tivad'aer sontine during thying to iwcessel scatl. sweemess with aranar structure than many tiaturals.
330,Anji,bad,0.8667,0.1333,19,true,/infographics/anji.png,"low_content_or_overlap(wc=19,ov=0.13)","Anji (ohm jee) day skillity, refers to dia|, bilornes a'd where prom ber it my Inotking nride itor ta plasstea woll with riosh, avean she"
331,Geisha,bad,0.9571,0.1429,16,true,/infographics/geisha.png,"low_content_or_overlap(wc=16,ov=0.14)","N @ ""7% po NO Geisha = [yisine An ansbiza veristy (§ bucebciter kusly envodltew sbe the infucslon, and naja monae fwhis whan growh and processed well."
332,Lapsang,bad,0.9571,0.1429,16,true,/infographics/lapsang.png,"low_content_or_overlap(wc=16,ov=0.14)",Lapsang (metamg) Ukkally Losing Souckainly a back ior NN; imalthardomisrpha? = ©) NJ slidwy over arhe seros ) Q) Facy diotska restroa Smoky proms.
333,Turbidity,bad,0.9571,0.1429,16,true,/infographics/turbidity.png,"low_content_or_overlap(wc=16,ov=0.14)",0] 0 2X Turbidity = (the lo edsis) =] A measuce or how : ethers oanaatter oO o soaiated plenges i light kattieris and Qs tirostaaret the oetee <9 riace your and tricial SS ——— clenety.
334,Dunkel,bad,0.9571,0.1429,17,true,/infographics/dunkel.png,"low_content_or_overlap(wc=17,ov=0.14)","Dunkel #dunkel/ Guaiad a a hark varcher a aas wanplerest by plaasy, your roext aucmuntecier amd richness hatier aisek lesstag interking."
335,Hang Time,bad,0.9571,0.1429,17,true,/infographics/hang-time.png,"low_content_or_overlap(wc=17,ov=0.14)",SX (5 Hang Time 4 = lritnny 2013] ra eo) Sas the ens errtrtirmt toehen vst 1 Oo CJ OQ C etiier makking ml St O 3) LJ ineater revtetlly to Mam ¢ O proputit with bermate. © Avanales.
336,Cascade,bad,0.8571,0.1429,18,true,/infographics/cascade.png,"low_content_or_overlap(wc=18,ov=0.14)",Cascade 20\ ( Assihoud) Cascade is an UWA Ancccest viep vartery /\ IN? cecorm tp precenn= \ / \Y/ saltlc Hous buiego ( N\ with its Corccatiy mull rale in modem pare ales.
337,Pinot,bad,0.8571,0.1429,18,true,/infographics/pinot.png,"low_content_or_overlap(wc=18,ov=0.14)",Pinot lvinou Puo'hy come most Lelus comnmy to Dinot Nett Fnough a tetmtan Kista uoilize! potchessatch as Pinot Eolliand Pinot Blave.
338,Free Run Juice,bad,1.1071,0.1429,19,false,/infographics/free-run-juice.png,term_not_detected,"Free AY Ru Juice No'e Nawmranaresl| Tem in sure wor hvool ther anoine exrnev’s clest Ihar alasssnary forkiing| novelathor eva, fiay and gruy revonellsrseatisn"
339,Tieguanyin,bad,0.8571,0.1429,19,true,/infographics/tieguanyin.png,"low_content_or_overlap(wc=19,ov=0.14)","Tieguanyin has sovinilve ylur Trappalod ‘rust rimuost caning |arestyle and atroige acepireicnlt, who tma and rallea aurthedlwashd ovur a aneach haxurest cup."
340,Wuyi,bad,0.8571,0.1429,20,true,/infographics/wuyi.png,"low_content_or_overlap(wc=20,ov=0.14)",\ Wuyi \ \ hb (wow you) / Way irsters uthe mearting awir Pule region thar prave yranng is coulana — feave the pbpany ~~ ENN creurve's and reac NO compisuity.
