rank,term,bucket,severity,ov,wc,term_ok,infographic_url,reason,ocr_preview
51,Salinity,bad,1.35,0,15,false,/infographics/salinity.png,term_not_detected,"OY Salinit ) y jo.0 5 (4ne SO1EVY) B= The cownerisation of bind and time thereenting when rurplor, ans cenrttality toric ™t my or calivary usit. (Bias)"
52,Tanginess,bad,1.1,0,15,true,/infographics/tanginess.png,"low_content_or_overlap(wc=15,ov=0.00)",= TANGINES! y J \ I'tenginess? 0) Tanginessis the brigh anjiry satly stateroon @ prodased by bafanes + | retulily that makea: N (@] lee nouche sannriliver —) ANd reffashing
53,Tettnang,bad,1.35,0,15,false,/infographics/tettnang.png,term_not_detected,"// ey de. | 0 TT 72 A N\\ | ( VO. RN | = 3 | / i > 4 a <S | | wT EE Tettna NE Testinan the rigitzcily tlhoobmna stinr necenva aorue like dealcvieding iopokibiinie eagono recaasd. mpyare, andecaice Litte."
54,Trappist,bad,1.35,0,15,false,/infographics/trappist.png,term_not_detected,fe . EO $ Trappis| . tr roraros fit A bew broved unds + maghcticnt and wa 7 \ with it a trapeny 4 ) : citcary sccreding tel | 0 fi 0 raed stoirt AN produstion standar
55,Ultraviolet,bad,1.1,0,15,true,/infographics/ultraviolet.png,"low_content_or_overlap(wc=15,ov=0.00)",3.2 Ultraviolet The sesic imosl A rogilntncitat sutsswmc emprmurts xpse and te tt golv far grandos extreireing Dimtopotace pseuces dosinemment consident
56,Ascorbate,bad,1.1,0,16,true,/infographics/ascorbate.png,"low_content_or_overlap(wc=16,ov=0.00)","LB <> onc /\ Ascorbate (irfBuctitiod) The erer some of securive anduaims as thie robral pas Aeuchneg) Wesl, dialr, : flaver, and Ywtritional vaura"
57,Barrique,bad,1.1,0,16,true,/infographics/barrique.png,"low_content_or_overlap(wc=16,ov=0.00)",> Barrique — Cimiltue Fedn SA ‘agrel Ea suslaip cosce 8lés do Runiest p—y == te nanvrmabipel and cde. Sil'arrce tduntemt oaendtiee Ckygen expiosure
58,Brunello,bad,1.1,0,16,true,/infographics/brunello.png,"low_content_or_overlap(wc=16,ov=0.00)",Brunello | /bntndlou/ | Load nemorlor Sangleansa ituasso end aber reand — Lorres (angi feco fuassa suk oxkle entnely from it
59,Calcium,bad,1.1,0,16,true,/infographics/calcium.png,"low_content_or_overlap(wc=16,ov=0.00)",(Ca) Calcium re A reoitticre moruial ( | E— conoettiim cummiages \/ ‘Uy iosicline p conraoins dals tve qiarak the goro nesicfor pumer — taste iasting plante.
60,Churning,bad,1.35,0,16,false,/infographics/churning.png,term_not_detected,Churnin | [Virmman] [== — Churring is vigprcauw agiaace s'vutea otth uoaenied Syfobeat' v mos aisese and Viart has Kuttor grams an buttenniik.
61,Cloudiness,bad,1.1,0,16,true,/infographics/cloudiness.png,"low_content_or_overlap(wc=16,ov=0.00)","fs CLOUDINESS ; 0 torpacs wow [sfo rm The rerual kesa reards > oy the aunimved strifle muin a the in filerezs iasspectures, heads and aory oner explessrperations."
62,Distillation,bad,1.35,0,16,false,/infographics/distillation.png,term_not_detected,Distillatio < Vd.ulbe& ght o Dstilution is the proce: sc clrermemmny and —aB em rommmrtaning leseral \ = and mare conrozing = to hurrrly ieperding you conneuind a fermencal tuplic.
63,Dripper,bad,1.1,0,16,true,/infographics/dripper.png,"low_content_or_overlap(wc=16,ov=0.00)",/) Dripper / orlalsh ee el a snerwill know zie to tine mae treak and giusaner whike yaursr pomod ther ad Eel on into is devia or sup.
64,Glacial,bad,1.1,0,16,true,/infographics/glacial.png,"low_content_or_overlap(wc=16,ov=0.00)",Glacial v4 1 pledtialt a conhcor cescriptor in vrateer “~~ cugipioriing man ~Ne. tuice of=niication ~~ carco rvtat totons enteonyunsing fon poirig and contanism.
65,Juiciness,bad,1.1,0,16,true,/infographics/juiciness.png,"low_content_or_overlap(wc=16,ov=0.00)","Juiciness / Tettiik Henst Thy sgececard shunders ~ to hemdebaranent hvwbapp0, neggitlie’ tby a sunl dectte'd & fridith, retter a and 0 maniyhsranning efffter"
66,Kalita,bad,1.1,0,16,true,/infographics/kalita.png,"low_content_or_overlap(wc=16,ov=0.00)",A Kalita Atinkf«ottom pour. vein pocimel taregrace for weird dnoring tome costigien ints will nhurc through smail ouleh f
67,Kefir,bad,1.35,0,16,false,/infographics/kefir.png,term_not_detected,"(IT 48 Kefi ¢fkorhni Laghie allannctival nalg viiten, rate} an trcoono vr: and losutr thevowmatecs Lelthe 12010 the sxio cares, and compust tiors!"
68,Potability,bad,1.1,0,16,true,/infographics/potability.png,"low_content_or_overlap(wc=16,ov=0.00)","POTABILITY (Comertredsirgm) Tho omstribiicatty abste, Edel green nema sacitacle Svould cinist croe Yor the siwrliuvant and frevomty supilartidions"
69,Pressing,bad,1.35,0,16,false,/infographics/pressing.png,term_not_detected,"| ezmmem [TT] momma 1 ° —L—, Pressin FS, fovea Th rforrteal CODON cermin ee alreated inrtapld at to uvirrtod icod or rrsiptlo d— tlo sppercny tsipldly, ax from collok"
70,Ristretto,bad,1.1,0,16,true,/infographics/ristretto.png,"low_content_or_overlap(wc=16,ov=0.00)",= Ristretto & Arigtrrotte/ = = A imiairence progared ay M) nelo ysur sveo=d rtran | a promsed an to setiplitossd eur emficatian. yards and detesed Pent? thleartmism.
71,Sweetener,bad,1.1,0,16,true,/infographics/sweetener.png,"low_content_or_overlap(wc=16,ov=0.00)","\ Sweetener & / is [dnay) a <Q An ingnubers adduit to keresiom erestites gl mezlhiriea will cnndlchte Py . Tude, with feabesing, fori LJ Prasihhon in qulile frull ichaiecter,"
72,Typica,bad,1.1,0,16,true,/infographics/typica.png,"low_content_or_overlap(wc=16,ov=0.00)",@ Typica [ Tiwt howy/ Our at bugeident DaAZie Tenr ROW hacirnnitt amamed e.m youne &nll mamsesthil ccxmavjganely tew vatck
73,Aseptic,bad,1.1,0,17,true,/infographics/aseptic.png,"low_content_or_overlap(wc=17,ov=0.00)",& Aseptic me § P /b _\ ArfkLIoUn ra Actire gusisthitsneepsating raclissss may- catentting &) yre aviimiahauzsdce of \ olcmreening compistting . uantsooures onar reiting uolale in sha goments
74,Brettanomyces,bad,1.35,0,17,false,/infographics/brettanomyces.png,term_not_detected,"Brettanomycs the doverimla mt. Bimmaxcompod it & weak sene ited can procsiny avrlie, lorim will and tre hiads a noill thar arzre 6 termentation bovwragecd"
75,Carignan,bad,1.1,0,17,true,/infographics/carignan.png,"low_content_or_overlap(wc=17,ov=0.00)",: ° MY. Carignan (lie og 798) Producivis Moltiens foiclietsto Ems leat are aaluarsary righ aser.ant tkice husim ahernt aomdce-to corsasrnntion
76,Decoction,bad,1.35,0,17,false,/infographics/decoction.png,term_not_detected,Jar hax Hand Decootion is a mesh coptets wigivisi witt af the leaab a dosed and mscrasls to 9 sext acmooraia o d and firvae by mair charaches ANN
