rank,term,bucket,severity,ov,wc,term_ok,infographic_url,reason,ocr_preview
501,Stillage,passable,0.7364,0.3636,14,true,/infographics/stillage.png,"moderate_overlap(wc=14,ov=0.36)",Stillage Zoillingy/ Stillage is the tialpy and nolld resi¢ue tof in a ttilt shor is B distitation has resrosed alcohol vapor.
502,Acetobacter,passable,0.7154,0.3846,14,true,/infographics/acetobacter.png,"moderate_overlap(wc=14,ov=0.38)",Acetobacter [uh-see-tuh-BAK ter] A genus of bacteria that converts ethanol into acetic acid in tha nracanra Sip Studios - Sipopedia
503,Storage,passable,0.6833,0.4167,16,true,/infographics/storage.png,"moderate_overlap(wc=16,ov=0.42)",—=1| STORAGE [oro in] The controlled holding —— of Romalidiatinty fosh foaaa is aN p hawe at Thimtec| la iad purltagi creaility convlwceok te protect quality and safety.
504,Armagnac,passable,0.6455,0.4545,11,true,/infographics/armagnac.png,"moderate_overlap(wc=11,ov=0.45)","T Armagnac [ar-muhn-YAK] / A French brandy from Gascony, typically distilled in raliimn ctille Sip Studios - Sipopedia"
505,Gin,passable,0.6455,0.4545,13,true,/infographics/gin.png,"moderate_overlap(wc=13,ov=0.45)","@ Gin — [im , = Gin is a distilled 4 f<%+) coult:oshese ¢ drodiatinent 77 fhiem denies from Junpet I sttler supported — AA, by other botanicals."
506,Jersey,passable,0.6385,0.4615,16,true,/infographics/jersey.png,"moderate_overlap(wc=16,ov=0.46)","Jersey Lah Pin ® \ Jetizry is a dairy / wztlle preori saking for witlc, with enoperdih as high biotwrav'a, prieeiie, and rich yellow color."
507,Panfiring,passable,0.6385,0.4615,17,true,/infographics/panfiring.png,"moderate_overlap(wc=17,ov=0.46)",a _Panfiring 0 o { pem fairin/ Paffining le diy next a sxrenent in a not plar of &Y) drum uesd te fix green tex and create loasted notes.
508,Alambic,passable,0.5,0.6,12,true,/infographics/alambic.png,"moderate_overlap(wc=12,ov=0.60)","Alambic Qn [uh-LAM-bik] A traditional copper pot still used for distillation, especially in hrandyv and ¢ Sip Studios - Sipopedia"
509,Hermitage,passable,0.2538,0.8462,15,true,/infographics/hermitage.png,"moderate_overlap(wc=15,ov=0.85)",& HERMITAGE ARQ Jeermitidz J) Northern Rhéne appellation producing J ~ ageworthy Syrah-based ™N reds and limited Marsanne Roussanne whites from a granitic hi
510,Gamay,passable,0.2538,0.8462,17,true,/infographics/gamay.png,"moderate_overlap(wc=17,ov=0.85)",oN Gamay JI\ /'gemei/ EGR) Black grape best | known from — ov Beaujolais producing Nu bd light-to medium- & bodied wines with bright acidity and red fruit.
511,Chaptalization,passable,0.2,0.9,14,true,/infographics/chaptalization.png,"moderate_overlap(wc=14,ov=0.90)",OF Chaptalization 0 oO - Fil oO o /jeeptalai'zeisan/ Addition of sugar to o o | 9rape must before or ° during fermentation to ° ° raise potential alcohol o (-] without increasing ripeness.
512,Dosage,passable,0.1909,0.9091,14,true,/infographics/dosage.png,"moderate_overlap(wc=14,ov=0.91)",a DOSAGE | | [doh-SAHZH] Ny ia Liqueur Tm d’expédition m added after mn disgorgement I] ) in traditional- method T sparkling wine to set the final sweetness level.
513,Vinification,passable,0.1909,0.9091,15,true,/infographics/vinification.png,"moderate_overlap(wc=15,ov=0.91)",Vinification J / Lvinifi'keisen/ 4 Vinification is the Fi controlled sequence of winemaking J decisions that trans- forms harvested grapes into a finished wine style.
514,Maceration,passable,0.1833,0.9167,16,true,/infographics/maceration.png,"moderate_overlap(wc=16,ov=0.92)","“ MACERATION méas-a-RA-shan Fewer] Contact time between fo—— juice and grape skins D350 O| and often seeds or stams to extract color, ©_0.0. tannin, and flavor"
515,Harvest,passable,0.1769,0.9231,15,true,/infographics/harvest.png,"moderate_overlap(wc=15,ov=0.92)","HARVEST Vd ‘1 ['harvist ] The picking of grapes at chosen ripeness based on sugar, acidity, phenolic development, health and intended wine sty!"
516,Malolactic,passable,0.1769,0.9231,16,true,/infographics/malolactic.png,"moderate_overlap(wc=16,ov=0.92)","[J ~, Malolactic may-luh-LAK-tik o Relating to malolactic fermentation in which bacteria convert sharper malic acid into softer lactic acid and carbon dioxide."
517,Extraction,passable,0.1,1,13,true,/infographics/extraction.png,"moderate_overlap(wc=13,ov=1.00)","0 MR Extraction Ny Y B) | I [ik'strazks[an 9 The transfer of color, tannin, flavor, and other compounds from grape solids into juice or wine during production."
518,Filtration,passable,0.1,1,13,true,/infographics/filtration.png,"moderate_overlap(wc=13,ov=1.00)",£0 © ©O + o ° o + ® ® ——— Filtration ites \( Mechanical ¥ clarification that removes suspended particles and sometimes microbes before bottling to improve stability and brightness.
519,Lees,passable,0.1,1,13,true,/infographics/lees.png,"moderate_overlap(wc=13,ov=1.00)",— | Lees ‘lez 0) Deposits of spent yeast and other solids remaining after fermentation ~— that can influence a | texture and flavor ce during aging.
520,Decanting,passable,0.1,1,14,true,/infographics/decanting.png,"moderate_overlap(wc=14,ov=1.00)",N_\ DECANTING 4 /d’kantin/ Transferring wine from bottle to another '\ vessel to separate sediment or increase oxygen exposure before service. [Ermey
521,Lambrusco,passable,0.1,1,14,true,/infographics/lambrusco.png,"moderate_overlap(wc=14,ov=1.00)",1 Lambrusco [lahm-BROOS-koh] Ei) Italian sparkling wine category made from & Lambrusco grapes and produced in styles y ranging from dry to Za sweet.
522,Terroir,passable,0.1,1,14,true,/infographics/terroir.png,"moderate_overlap(wc=14,ov=1.00)","[2] NS Terroir — /te'war/ Z The combined influence of site conditions and = local practice on — — how a wine a —_— expresses flavor, texture, and structure."
