rank,term,bucket,severity,ov,wc,term_ok,infographic_url,reason,ocr_preview
201,Pectinase,bad,0.9231,0.0769,20,true,/infographics/pectinase.png,"low_content_or_overlap(wc=20,ov=0.08)",ESTARE e AR -—— Pectinase NE / gm Eneosy — FoR gle 2enpiadi ozed to Q alla brima titime prociis cic 0 PECTR sute vitatiaer nvius ¢ Qa cmpenneceo sole NC devolone lower viecusen!
202,Centennial,bad,1.1731,0.0769,21,false,/infographics/centennial.png,term_not_detected,"Iv ~ ” C . | AN entennia 298 /30n30 nel/ 2 - y Q Connerenal is an YN pavine andllair earercy pawed rhe asn dbrnistul kavur Jhe 6 igeal novre on cenetve anch, solid @riening egmathlity"
203,Solera,bad,0.9231,0.0769,21,true,/infographics/solera.png,"low_content_or_overlap(wc=21,ov=0.08)",forescianN SS IT) » Solera Redanh ! Solers is on auing nil il iil J I and steme rin AT Icas diag auvlust rere fp feed WD ¥QIMKANZ XISNE ir i 1 § 1 il il mpiouatitie slobs t— t—F \t— skrolle sercse tieres
204,Carbonic,bad,0.9231,0.0769,23,true,/infographics/carbonic.png,"low_content_or_overlap(wc=23,ov=0.08)","CO.COs C ~ 11x Carbonic Aast Nacerity Start for malenite, NN facarpasdny wrhiwh is +X ®A fat caumsgie CH ) to gman ian in ot a oF anal er berma t tlst, ceuht, cant iar ning mr, fralf and law bainth."
205,Feedlot,bad,1.0167,0.0833,10,true,/infographics/feedlot.png,"low_content_or_overlap(wc=10,ov=0.08)",-\ | Feedlot 17. d1 Lely An §remeive on hn fucking porsfifn that Loa! Llensfi = flcalrerid posshz than specialzed d
206,Acidulant,bad,1.0167,0.0833,11,true,/infographics/acidulant.png,"low_content_or_overlap(wc=11,ov=0.08)","Acidulant O [uh-SIHJ-uh-luhnt] An ingredient added to increase acidity, brighten flaviar and ha Sip Studios - Sipopedia"
207,Camellia,bad,1.0167,0.0833,11,true,/infographics/camellia.png,"low_content_or_overlap(wc=11,ov=0.08)","(A Camellia 07 /Vurtithiold @ry Comaine where to therllire am use. 7 the sormmmine. peiarl & to Mw / loo, warit nine are used ta water use."
208,Sparge,bad,1.0167,0.0833,11,true,/infographics/sparge.png,"low_content_or_overlap(wc=11,ov=0.08)",(— Sparge .) 0 o [yoary/ 14) To imax the aren lead with For scale to faccace caridining excrest-aling worl runaff-begins.
209,Catchment,bad,1.0167,0.0833,12,true,/infographics/catchment.png,"low_content_or_overlap(wc=12,ov=0.08)",() Catchment (Croutres plost) The aplifications where plaspasrreone a sonzised and Borndar coment or sticerst-clutning or inxtercoent sourds
210,Magnesium,bad,1.0167,0.0833,12,true,/infographics/magnesium.png,"low_content_or_overlap(wc=12,ov=0.08)",MAGNESIUM lo. /nenge it-sursen/ ! iA ya A mrothes Is neved that sowagle gifr \) ml Cod sigilay atreavings \s Bn = notable revels.
211,Sheng,bad,1.2667,0.0833,12,false,/infographics/sheng.png,term_not_detected,aN [pe] = I ) Shougio the new style bcliilensthent stute adbatalarfcam gon Jatnmmraitis eatertats advloge ccomisflally throughtaging.
