rank,term,bucket,severity,ov,wc,term_ok,infographic_url,reason,ocr_preview
451,Hopstand,passable,0.8692,0.2308,17,true,/infographics/hopstand.png,"moderate_overlap(wc=17,ov=0.23)","games, Hopstand {1 raw Waray EN Implemed in a 7 \\ the stad] mse where ) LA dl loave mpognvd bau Iw) anirthe arenod. Imaw U » and somve with [ (o) o modicrated bitterness"
452,En Tirage,passable,0.7692,0.2308,19,true,/infographics/en-tirage.png,"moderate_overlap(wc=19,ov=0.23)","[J] =» En Tirage 7 NN B2nt iozapll y [ Ll) Dncragy drectiive, wrovthos canestfer Yr | runge risirsing and \ | // pest of coppargement, NN 7 [| liver Leallins? c= Bey decominattion and bne 7° aging proceed in tuldle."
453,Extended Lees Aging,passable,0.7692,0.2308,20,true,/infographics/extended-lees-aging.png,"moderate_overlap(wc=20,ov=0.23)","TT Y\\ Extended - (J \ Lees Aging [3rO. neki@dior, wa, orksKre! Evoomncial nawcolding 1 isgeifeaseal aoncait, ME oe eh andivdesan meex CI erentart comtremation for table inrenptantes and fomdw is through saochyite efferd"
454,Rectification,passable,0.7692,0.2308,20,true,/infographics/rectification.png,"moderate_overlap(wc=20,ov=0.23)",Rectification (sivee [arnmpcirzea) Reacrhicnos ¢ rronrine) wiitre ilonmit braclsting wiiths derddicion litet mswescer ratucy of Tael have comght Ze romporiage less dedtert compounds.
455,Culture,passable,0.85,0.25,12,true,/infographics/culture.png,"moderate_overlap(wc=12,ov=0.25)","Culture [kuht cher] o o A population of (0) masted pilstre in - o rebramtised and sa tranilair tc sel nery, =K'Y feomendation in a becorages"
456,Fortification,passable,0.85,0.25,13,true,/infographics/fortification.png,"moderate_overlap(wc=13,ov=0.25)",° [J [J G) Fortificatior /Ro-T01) VoatBly / ; Fortification is the araditsirs of ayiva he were prrourcaniling zg to welomal zicolos on Hoage leviersurs of microbial stability.
457,Vintage,passable,0.85,0.25,14,true,/infographics/vintage.png,"moderate_overlap(wc=14,ov=0.25)",09) ©) Vintage — of \ [+miial) ~y { 2020 The year in which ) _y) theialpes forsen oer nerd epewcalical a ~~ i offee deciflenst b ys seasor's condition
458,Development,passable,0.85,0.25,15,true,/infographics/development.png,"moderate_overlap(wc=15,ov=0.25)","Development /direetapman/ The soosting phace alloo troricisste whow flover. solubility aispenisse, and / ad cwion, are shaped befove the coffies is dropped."
459,Guernsey,passable,0.85,0.25,15,true,/infographics/guernsey.png,"moderate_overlap(wc=15,ov=0.25)",Guernsey y pioreail e\ A daity eattle breed gieumateit tauentg @) widlv wth bearhonr blotte nic. v:nl a haturally goiden hue.
460,Primitivo,passable,0.85,0.25,15,true,/infographics/primitivo.png,"moderate_overlap(wc=15,ov=0.25)",Primitivo /primittiei Southern Halian YY) bluckgrutie porie ryy) cwoandlentto Zane CY) and Keewn No dyt Y rirt and elevated CEETRD = alcohol
461,Backset,passable,0.85,0.25,16,true,/infographics/backset.png,"moderate_overlap(wc=16,ov=0.25)","Backset (noom.) 0 The acidic liquid, daii onwane afritc acdiitaron anise in corve iseiolet. to cmorod barmopr tion ano Hanor."
462,Baimudan,passable,0.85,0.25,16,true,/infographics/baimudan.png,"moderate_overlap(wc=16,ov=0.25)",Baimudan (*Bailmu*dan) Barmaden ot White Peony Cei Haronsea blyle-have | an’t birst treased batks eafiity noteil Peay than silvermeebilc.
463,Catimor,passable,0.85,0.25,16,true,/infographics/catimor.png,"moderate_overlap(wc=16,ov=0.25)",Catimor Hesudnacn R group of arabica jaidzlcy to agr rean Obiurss and mixor rkigznuid for deré aémceztatonels pry generalty high pnotr
464,Infusion,passable,0.85,0.25,16,true,/infographics/infusion.png,"moderate_overlap(wc=16,ov=0.25)","Infusion ) p /\n""furasz sliuhn/ Infusion is a mash ef suinwagea that <eadiuj mages tesl> by-adding manrd < czaf beslior] of belling part of mash."
465,Citric,passable,0.85,0.25,17,true,/infographics/citric.png,"moderate_overlap(wc=17,ov=0.25)",Citric Ba = (si‘trik) <ll Chiic acid is - ararimen acidula: tro asde owru AN ter satioced bniax \\/ lecerel pia n mee juice producia.
466,Mineralization,passable,0.75,0.25,18,true,/infographics/mineralization.png,"moderate_overlap(wc=18,ov=0.25)",<> Mineralization AY/ Acar curly sotare (7 The total lend and (> fo heicaida finillois and nis mitiga se oroma ( |] a Qaike taat &xating Repla momctiivse.. > and pairing behavior
467,Hard Press Fraction,passable,0.75,0.25,22,true,/infographics/hard-press-fraction.png,"moderate_overlap(wc=22,ov=0.25)","Hard Press Fraction oJ Tfet gtanr apponoyi / Tand¥ouu [are live | | larnd your fianle- pestatio-gras yr liriiel penraal Mbour anyere, | ( Youur foloer a ppoers [2 ( fst and smdle"
468,Citra,passable,0.8333,0.2667,16,true,/infographics/citra.png,"moderate_overlap(wc=16,ov=0.27)","[J <> Citra icnmef Citra is a modern, npe-on beg san A Haiced for isharee rivased forifz tme : and crormaist zecu in late hopping."
469,Astringency,passable,0.8273,0.2727,11,true,/infographics/astringency.png,"moderate_overlap(wc=11,ov=0.27)","Astringency OO [uh-STRING-juhn-see] A drying, puckering mouthfeel sensation caused by tanninc and r Sip Studios - Sipopedia"
470,Whiskey,passable,0.8273,0.2727,13,true,/infographics/whiskey.png,"moderate_overlap(wc=13,ov=0.27)",EE J \ Whiskey / WivRall Whiakey is a distilled gooli laudk wun. BE mialmfiiral ploch mailii and slacirty metured in'wooden.
471,Charcoal,passable,0.8273,0.2727,14,true,/infographics/charcoal.png,"moderate_overlap(wc=14,ov=0.27)","Charcoal Jojps, kioall Chereoal is. carhornate wood © sechincarnt acy lu a dducition feidtiante a or and vwaina by cembring sefected compounds."
472,Dryhopping,passable,0.8273,0.2727,14,true,/infographics/dryhopping.png,"moderate_overlap(wc=14,ov=0.27)",Dryhopping I¥yrahaey B *a/rid rreidiaition of hops whiscmags be sour imcicgazedarhis no inoreaa.aroma well intle excud giésances.
473,Tequila,passable,0.8273,0.2727,15,true,/infographics/tequila.png,"moderate_overlap(wc=15,ov=0.27)","Tequila [14'yratad Yeauwile is a Mexican and a rant, ger kdl chaes, and p eqrucrar whter the riven oil pa rultly in desgnsred regions."
474,Flavor,passable,0.8273,0.2727,16,true,/infographics/flavor.png,"moderate_overlap(wc=16,ov=0.27)",| Flavor PE itey wat ( ~ \ The combined asemibly impmssion evadr«Ices enome addrogenfifei ameske thw defines the charscits of a julce product
475,Geographical Indication,passable,0.8273,0.2727,17,true,/infographics/geographical-indication.png,"moderate_overlap(wc=17,ov=0.27)",=J(® Geographic: ~ 1 Indication Yoin Th gunatre berd lack ) J Geographical Indicatit 2 aged teilograltion lic al 2 apich Itibarity and iE produdton neies to a defined origh.
476,Curdling,passable,0.8143,0.2857,14,true,/infographics/curdling.png,"moderate_overlap(wc=14,ov=0.29)",[ ] Curdling /'kardeliry o> | Visible mils protein 9-0 | somenntion rstased ) by wow. hest cals J) of fistcibility that to = clumps ardretased |
477,Kirsch,passable,0.8143,0.2857,16,true,/infographics/kirsch.png,"moderate_overlap(wc=16,ov=0.29)",Kirsch ny Kiach is a clear if skaary frd “tte 1 sts arlcibod foan fe rrrented . chandon including — 0 Sizla sinpay n mary-fuathional methods.
478,Probiotic,passable,0.8143,0.2857,17,true,/infographics/probiotic.png,"moderate_overlap(wc=17,ov=0.29)",Probiotic [Peet Briar shi] Live mis.ospsricing Sa a iclokim odectior — loved us cooned a trazilh gosotit 42 + when dirtwned in y=5) a dairy bezterage.
